orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp,ms
234.81,-10.94,-168.88,0.45,-0.08,-0.06,-0.68,-1.28,0.18,-2.55,0.56,-9.26,-1.86,1.84,-9.44,27,13.26
234.81,-11.00,-169.06,0.33,-0.05,-0.05,-0.75,-1.26,0.21,-2.62,0.55,-9.23,-1.87,1.81,-9.45,27,8.01
234.88,-11.00,-169.19,0.19,-0.01,-0.04,-0.82,-1.31,0.46,-2.70,0.47,-8.99,-1.86,1.79,-9.45,27,12.11
234.81,-10.94,-169.25,0.03,0.03,-0.04,-0.69,-1.18,0.67,-2.56,0.61,-8.78,-1.86,1.80,-9.45,27,12.52
234.81,-10.94,-169.19,-0.26,0.04,-0.03,-0.59,-1.09,0.78,-2.45,0.73,-8.66,-1.86,1.82,-9.45,27,10.9
234.75,-10.94,-168.81,-0.37,0.00,-0.01,-0.30,-0.94,1.04,-2.16,0.92,-8.40,-1.86,1.86,-9.44,27,9.96
234.81,-10.94,-168.56,-0.45,-0.05,0.03,-0.22,-0.87,1.14,-2.08,1.03,-8.29,-1.86,1.90,-9.43,27,11.18
234.81,-11.00,-168.25,-0.50,-0.12,0.07,-0.17,-0.74,1.28,-1.85,1.33,-7.86,-1.89,1.99,-9.41,27,10.2
234.88,-11.13,-168.00,-0.51,-0.19,0.10,0.00,-0.51,1.61,-1.90,1.53,-7.78,-1.91,2.04,-9.39,27,12.1
234.94,-11.25,-167.69,-0.41,-0.33,0.16,0.04,-0.46,1.59,-1.89,1.62,-7.79,-1.94,2.08,-9.38,27,10.58
235.13,-11.56,-167.25,-0.31,-0.40,0.19,0.02,-0.40,1.79,-1.94,1.71,-7.57,-1.97,2.11,-9.36,27,11.4
235.25,-11.81,-167.13,-0.18,-0.46,0.23,-0.12,-0.42,1.87,-2.13,1.71,-7.48,-2.05,2.14,-9.34,27,11.54
235.44,-12.06,-167.06,-0.03,-0.50,0.25,-0.10,-0.45,1.92,-2.20,1.64,-7.34,-2.09,2.13,-9.33,27,11.5
235.56,-12.31,-167.06,0.13,-0.51,0.22,-0.53,-0.77,1.81,-2.67,1.33,-7.51,-2.13,2.11,-9.33,27,10.21
235.75,-12.56,-167.19,0.42,-0.52,0.09,-0.62,-1.07,1.94,-2.80,1.00,-7.39,-2.18,2.07,-9.33,27,10.38
235.94,-13.13,-167.69,0.53,-0.52,0.03,-0.84,-1.18,1.49,-3.07,0.84,-7.83,-2.22,2.03,-9.33,27,11.05
236.00,-13.38,-168.00,0.61,-0.50,0.00,-1.16,-1.31,0.85,-3.43,0.66,-8.47,-2.30,1.91,-9.33,27,11.79
236.06,-13.56,-168.38,0.71,-0.36,-0.02,-1.27,-1.23,0.61,-3.74,0.42,-8.93,-2.32,1.84,-9.34,27,11.99
236.06,-13.69,-168.81,0.72,-0.25,-0.02,-1.41,-1.42,0.41,-3.57,0.45,-8.95,-2.34,1.78,-9.35,27,9.39
236.13,-13.75,-169.19,0.73,0.00,-0.04,-1.13,-1.11,0.34,-3.47,0.59,-9.02,-2.34,1.71,-9.36,27,10.39
236.19,-13.75,-170.00,0.74,0.10,-0.09,-0.96,-1.01,0.42,-3.29,0.63,-8.95,-2.33,1.64,-9.38,27,11.31
236.13,-13.69,-170.44,0.72,0.14,-0.16,-0.85,-0.90,0.47,-3.02,0.71,-8.80,-2.31,1.50,-9.40,27,11.51
236.00,-13.63,-170.88,0.68,0.11,-0.23,-0.70,-0.79,0.60,-2.98,0.51,-8.84,-2.31,1.44,-9.41,27,11.09
236.00,-13.63,-171.25,0.61,0.03,-0.23,-0.67,-0.92,0.57,-2.89,0.75,-8.92,-2.32,1.39,-9.42,27,12.27
235.94,-13.69,-171.56,0.44,-0.25,0.01,-0.52,-0.67,0.62,-2.87,0.67,-8.80,-2.34,1.35,-9.42,27,10.74
236.13,-14.06,-171.94,0.37,-0.42,0.18,-0.46,-0.39,1.08,-2.84,0.93,-8.33,-2.38,1.32,-9.41,27,11.81
236.38,-14.38,-172.06,0.31,-0.59,0.33,-0.45,-0.36,1.37,-2.88,0.93,-8.03,-2.43,1.30,-9.40,27,10.99
236.63,-14.75,-172.13,0.28,-0.74,0.44,-0.19,-0.28,1.69,-2.68,1.00,-7.70,-2.57,1.27,-9.37,27,10.58
237.00,-15.19,-172.19,0.27,-0.89,0.50,-0.01,-0.40,2.57,-2.67,0.86,-6.78,-2.66,1.26,-9.35,27,11.09
237.31,-15.69,-172.25,0.27,-1.17,0.47,-0.01,-0.52,2.92,-2.77,0.73,-6.39,-2.76,1.25,-9.32,27,11.16
237.94,-17.00,-172.38,0.27,-1.29,0.42,0.03,-0.44,2.95,-2.83,0.79,-6.34,-2.87,1.24,-9.29,27,10.52
238.25,-17.75,-172.44,0.32,-1.39,0.38,0.17,-0.62,2.96,-2.82,0.59,-6.28,-2.99,1.22,-9.25,27,10.75
238.50,-18.50,-172.56,0.39,-1.47,0.34,0.12,-0.59,3.00,-3.24,0.41,-6.02,-3.25,1.16,-9.17,27,10.98
238.81,-19.31,-172.75,0.46,-1.52,0.28,-0.45,-1.28,3.49,-3.84,-0.16,-5.63,-3.38,1.12,-9.13,27,12.64
239.00,-20.19,-172.94,0.55,-1.57,0.17,-0.80,-1.36,3.42,-4.32,-0.28,-5.66,-3.52,1.08,-9.08,27,11.59
239.44,-21.88,-173.38,0.55,-1.58,0.14,-0.71,-1.50,3.55,-4.37,-0.46,-5.48,-3.66,1.04,-9.03,27,10.56
239.63,-22.75,-173.63,0.55,-1.58,0.14,-0.73,-1.56,3.43,-4.53,-0.56,-5.54,-3.93,0.95,-8.93,27,10.77
239.81,-23.63,-173.88,0.58,-1.58,0.14,-0.70,-1.25,2.74,-4.77,-0.36,-6.20,-4.06,0.90,-8.87,27,11.72
240.06,-24.50,-174.19,0.65,-1.58,0.13,-0.68,-1.14,2.31,-4.88,-0.30,-6.50,-4.20,0.84,-8.82,27,11.88
240.25,-25.31,-174.50,0.75,-1.56,0.11,-1.07,-1.35,2.07,-5.40,-0.57,-6.68,-4.33,0.77,-8.76,27,10.1
240.63,-27.00,-175.44,0.96,-1.53,-0.02,-1.19,-1.50,1.88,-5.65,-0.81,-6.82,-4.46,0.69,-8.70,27,11.51
240.75,-27.88,-176.00,1.06,-1.50,-0.11,-1.51,-1.97,1.81,-6.10,-1.37,-6.83,-4.70,0.49,-8.58,27,11.83
240.81,-28.63,-176.69,1.13,-1.42,-0.21,-1.70,-2.06,1.95,-7.25,-2.04,-6.58,-4.81,0.38,-8.53,27,10.95
240.81,-29.38,-177.44,1.16,-1.32,-0.33,-2.44,-2.43,1.94,-7.44,-2.27,-6.64,-4.91,0.26,-8.48,27,12.05
240.75,-30.06,-178.19,1.16,-1.08,-0.48,-2.44,-2.41,1.64,-7.44,-2.26,-6.78,-5.00,0.14,-8.43,27,10.14
240.56,-31.25,-179.75,1.17,-1.00,-0.51,-2.11,-2.38,1.37,-7.20,-2.35,-7.01,-5.08,0.02,-8.38,27,12.02
240.50,-31.75,179.31,1.20,-0.97,-0.52,-1.92,-2.29,1.38,-7.16,-2.57,-6.83,-5.24,-0.21,-8.28,27,12.75
240.38,-32.31,178.44,1.23,-0.99,-0.52,-1.91,-2.35,1.44,-7.01,-2.79,-6.76,-5.32,-0.34,-8.22,27,9.26
240.31,-32.88,177.56,1.23,-1.05,-0.50,-1.68,-2.45,1.45,-7.45,-3.11,-6.52,-5.41,-0.46,-8.16,27,11.22
240.25,-33.50,176.69,1.22,-1.24,-0.37,-1.97,-2.67,1.57,-7.48,-3.25,-6.51,-5.51,-0.58,-8.08,27,11.33
240.25,-34.94,175.06,1.21,-1.34,-0.24,-1.91,-2.61,1.62,-7.52,-3.30,-6.38,-5.72,-0.78,-7.92,27,12.11
240.38,-35.69,174.25,1.23,-1.44,-0.11,-1.82,-2.10,1.42,-7.55,-2.89,-6.49,-5.84,-0.88,-7.82,27,10.27
240.56,-36.56,173.50,1.28,-1.54,-0.05,-1.62,-1.89,1.38,-7.34,-3.03,-6.24,-5.96,-0.99,-7.71,27,10.98
240.75,-37.44,172.63,1.45,-1.73,-0.11,-1.41,-1.82,1.10,-7.51,-2.93,-6.49,-6.09,-1.10,-7.60,27,11.79
241.00,-39.38,170.63,1.54,-1.82,-0.20,-1.66,-2.61,1.00,-7.88,-3.84,-6.47,-6.22,-1.23,-7.47,27,11.23
241.13,-40.38,169.44,1.60,-1.90,-0.27,-2.02,-2.65,0.87,-8.38,-4.01,-6.46,-6.35,-1.36,-7.34,27,10.59
241.31,-41.44,168.25,1.61,-1.94,-0.28,-2.24,-2.77,0.85,-8.73,-4.27,-6.34,-6.62,-1.62,-7.05,27,10.74
241.44,-42.44,167.00,1.59,-1.94,-0.24,-2.56,-2.49,0.32,-9.30,-4.22,-6.57,-6.74,-1.73,-6.90,27,12.96
270.44,-43.44,165.81,1.54,-1.92,-0.12,-2.42,-2.24,0.03,-9.29,-4.08,-6.71,-6.87,-1.84,-6.74,27,11.25
273.06,-45.50,163.50,1.51,-1.91,-0.08,-2.31,-2.31,-0.17,-9.30,-4.26,-6.76,-6.99,-1.94,-6.59,27,10.87
274.25,-46.50,162.31,1.47,-1.91,-0.06,-2.24,-2.28,-0.36,-9.35,-4.33,-6.79,-7.11,-2.04,-6.43,27,11.61
275.25,-47.44,161.19,1.39,-1.90,-0.06,-2.02,-2.28,-0.79,-9.36,-4.50,-6.91,-7.34,-2.21,-6.11,27,10.95
276.06,-48.44,160.06,1.20,-1.85,-0.04,-1.77,-2.16,-1.00,-9.22,-4.45,-6.95,-7.44,-2.28,-5.95,27,11.09
277.44,-50.31,157.81,1.14,-1.79,-0.03,-1.80,-1.87,-1.06,-9.35,-4.23,-6.86,-7.55,-2.35,-5.79,27,12.76
278.06,-51.19,156.75,1.11,-1.72,-0.06,-1.59,-1.52,-1.44,-9.24,-3.94,-7.08,-7.64,-2.42,-5.64,27,9.3
278.75,-52.00,155.56,1.12,-1.63,-0.11,-1.33,-0.93,-1.89,-9.18,-3.41,-7.45,-7.80,-2.56,-5.35,27,10.85
279.50,-52.69,154.38,1.18,-1.53,-0.17,-1.45,-0.76,-2.20,-9.32,-3.41,-7.42,-7.87,-2.64,-5.21,27,11.94
280.38,-53.38,153.06,1.26,-1.28,-0.29,-1.40,-0.83,-2.41,-9.33,-3.56,-7.49,-7.92,-2.73,-5.08,27,10.43
282.31,-54.38,150.38,1.26,-1.17,-0.30,-1.26,-0.90,-2.76,-9.23,-3.72,-7.72,-7.97,-2.81,-4.96,27,11.81
283.25,-54.81,149.06,1.23,-1.09,-0.27,-1.27,-0.68,-2.64,-9.29,-3.58,-7.49,-8.06,-2.96,-4.72,27,12.34
284.06,-55.25,147.88,1.17,-1.04,-0.21,-1.07,-0.21,-3.02,-9.18,-3.24,-7.64,-8.10,-3.02,-4.61,27,9.89
284.75,-55.69,146.75,1.07,-0.97,0.01,-0.80,-0.02,-2.93,-8.95,-3.09,-7.44,-8.14,-3.06,-4.51,27,11.14
285.31,-56.19,145.75,1.04,-0.90,0.05,-0.58,0.23,-2.92,-8.77,-2.87,-7.33,-8.18,-3.11,-4.40,27,11.05
286.50,-56.94,143.81,1.05,-0.81,0.04,-0.29,0.24,-3.03,-8.51,-2.90,-7.34,-8.22,-3.15,-4.31,27,11.27
287.19,-57.25,142.88,1.09,-0.69,-0.00,0.08,0.38,-3.05,-7.88,-3.01,-7.35,-8.27,-3.24,-4.14,27,10.89
287.94,-57.50,141.88,1.14,-0.59,-0.05,0.49,0.18,-3.32,-7.80,-3.11,-7.38,-8.29,-3.29,-4.06,27,11.68
288.75,-57.69,140.94,1.18,-0.49,-0.06,0.43,0.30,-3.11,-7.86,-3.04,-7.10,-8.30,-3.35,-3.99,27,10.94
289.81,-57.88,139.94,1.23,-0.36,-0.06,0.72,0.38,-3.34,-7.59,-3.02,-7.26,-8.31,-3.40,-3.92,27,11.28
291.63,-58.13,138.13,1.22,-0.32,-0.07,0.69,0.14,-3.27,-7.63,-3.31,-7.13,-8.33,-3.50,-3.79,27,10.93
292.50,-58.19,137.25,1.21,-0.29,-0.05,0.77,0.46,-3.35,-7.49,-3.30,-6.93,-8.34,-3.54,-3.72,27,11.27
293.31,-58.31,136.38,1.17,-0.29,-0.03,0.85,0.23,-3.20,-7.59,-3.36,-6.77,-8.35,-3.58,-3.66,27,11.75
294.06,-58.44,135.63,1.13,-0.28,0.01,0.77,0.39,-3.05,-7.59,-3.22,-6.66,-8.36,-3.62,-3.60,27,10.89
295.38,-58.69,134.13,1.00,-0.31,0.06,0.85,0.28,-2.93,-7.52,-3.36,-6.47,-8.38,-3.65,-3.54,27,12.2
295.94,-58.88,133.44,0.93,-0.32,0.10,0.85,0.31,-2.82,-7.54,-3.36,-6.31,-8.41,-3.69,-3.42,27,11.44
296.38,-59.06,132.81,0.89,-0.33,0.15,0.73,0.40,-2.70,-7.67,-3.28,-6.13,-8.42,-3.70,-3.37,27,12.66
297.00,-59.25,132.25,0.84,-0.32,0.16,0.73,0.41,-2.48,-7.69,-3.42,-5.70,-8.44,-3.72,-3.31,27,11.36
297.38,-59.44,131.69,0.78,-0.31,0.17,0.67,0.26,-2.25,-7.78,-3.46,-5.51,-8.46,-3.73,-3.26,27,9.52
298.13,-59.75,130.56,0.76,-0.29,0.14,0.49,0.38,-2.13,-7.98,-3.35,-5.34,-8.47,-3.74,-3.21,27,12.65
298.50,-59.94,130.06,0.73,-0.28,0.11,0.17,0.04,-1.79,-8.31,-3.71,-4.95,-8.48,-3.75,-3.16,27,9.64
298.88,-60.06,129.56,0.69,-0.27,0.12,0.04,-0.11,-1.58,-8.45,-3.88,-4.70,-8.50,-3.76,-3.11,27,12.2
299.19,-60.19,129.06,0.64,-0.26,0.13,-0.23,-0.29,-1.25,-8.76,-4.07,-4.28,-8.52,-3.77,-3.02,27,11.81
299.38,-60.38,128.63,0.53,-0.27,0.20,-0.27,-0.50,-0.90,-8.81,-4.28,-3.88,-8.54,-3.77,-2.98,27,11.14
299.69,-60.75,127.94,0.47,-0.25,0.24,-0.27,-0.47,-0.75,-8.83,-4.25,-3.70,-8.55,-3.77,-2.94,27,10.81
299.88,-60.94,127.69,0.42,-0.23,0.26,-0.37,-0.32,-0.35,-8.95,-4.08,-3.27,-8.57,-3.76,-2.91,27,12.6
299.94,-61.13,127.56,0.36,-0.17,0.26,-0.27,-0.37,-0.12,-8.81,-4.01,-2.86,-8.60,-3.74,-2.86,27,9.17
300.00,-61.25,127.44,0.33,-0.10,0.24,-0.14,-0.28,0.24,-8.75,-4.02,-2.60,-8.60,-3.73,-2.85,27,11.75
300.06,-61.38,127.31,0.32,0.03,0.14,-0.12,-0.22,0.31,-8.73,-3.95,-2.52,-8.61,-3.73,-2.84,27,11.05
300.69,-61.44,127.19,0.31,0.08,0.07,-0.03,-0.28,0.55,-8.64,-4.01,-2.28,-8.61,-3.73,-2.83,27,11.11
300.88,-61.38,127.13,0.29,0.10,0.02,-0.10,-0.31,0.61,-8.72,-4.05,-2.21,-8.60,-3.74,-2.83,27,11.02
301.13,-61.38,127.06,0.25,0.11,-0.01,-0.10,-0.29,0.79,-8.66,-3.68,-2.07,-8.60,-3.75,-2.83,27,11.44
301.25,-61.31,127.06,0.20,0.12,0.02,-0.10,0.02,0.89,-8.71,-3.72,-1.94,-8.60,-3.74,-2.84,27,10.48
301.38,-61.31,127.13,0.17,0.13,0.06,-0.03,0.00,1.03,-8.64,-3.74,-1.81,-8.60,-3.74,-2.84,27,11.65
301.63,-61.31,127.25,0.15,0.11,0.10,0.08,-0.08,1.04,-8.51,-3.82,-1.80,-8.60,-3.74,-2.85,27,10.98
301.69,-61.31,127.31,0.14,0.08,0.09,0.11,-0.49,1.29,-8.49,-4.23,-1.55,-8.60,-3.73,-2.85,27,23.09
301.75,-61.31,127.31,0.12,0.05,0.07,0.03,-0.55,1.41,-8.57,-4.43,-1.46,-8.60,-3.73,-2.85,27,0.89
301.81,-61.38,127.31,0.09,0.02,0.04,0.03,-0.69,1.38,-8.56,-4.24,-1.60,-8.60,-3.73,-2.84,27,10.4
301.94,-61.38,127.31,0.06,-0.00,0.03,0.08,-0.44,1.31,-8.52,-4.17,-1.53,-8.61,-3.72,-2.84,27,11.25
301.94,-61.44,127.25,0.07,-0.06,0.07,0.16,-0.39,1.36,-8.45,-4.11,-1.47,-8.61,-3.72,-2.83,27,10.05
302.06,-61.56,126.69,0.11,-0.09,0.06,0.21,-0.40,1.31,-8.41,-4.15,-1.47,-8.63,-3.76,-2.73,27,10.9
302.25,-61.69,125.94,0.16,-0.12,0.04,0.28,-0.59,1.44,-8.35,-4.36,-1.28,-8.63,-3.76,-2.73,27,9.94
302.63,-61.75,125.19,0.20,-0.14,0.01,0.20,-0.61,1.40,-8.44,-4.37,-1.32,-8.64,-3.81,-2.61,27,12.96
302.88,-61.81,124.38,0.24,-0.16,-0.01,0.20,-0.68,1.17,-8.44,-4.50,-1.41,-8.65,-3.82,-2.59,27,10.0
303.19,-61.94,123.75,0.28,-0.20,-0.03,0.13,-0.71,1.01,-8.51,-4.54,-1.55,-8.65,-3.83,-2.56,27,11.94
303.31,-62.00,123.38,0.29,-0.22,-0.03,0.11,-0.60,1.16,-8.54,-4.45,-1.37,-8.65,-3.84,-2.53,27,11.83
303.63,-62.00,122.50,0.29,-0.24,-0.02,0.18,-0.67,0.91,-8.47,-4.54,-1.56,-8.66,-3.90,-2.41,27,10.24
303.88,-62.06,121.75,0.27,-0.26,-0.00,0.31,-0.49,0.80,-8.25,-4.48,-1.61,-8.67,-3.92,-2.35,27,11.44
304.13,-62.13,120.94,0.28,-0.29,-0.01,0.44,-0.67,0.65,-8.23,-4.62,-1.64,-8.67,-3.95,-2.30,27,11.86
304.63,-62.19,119.44,0.29,-0.31,-0.01,0.46,-0.53,0.64,-8.20,-4.51,-1.60,-8.67,-3.98,-2.24,27,10.12
304.94,-62.19,118.69,0.29,-0.32,0.00,0.35,-0.60,0.55,-8.32,-4.61,-1.63,-8.67,-4.00,-2.19,27,11.03
305.19,-62.25,117.88,0.29,-0.34,0.01,0.36,-0.49,0.61,-8.31,-4.52,-1.52,-8.68,-4.05,-2.08,27,10.8
305.38,-62.25,117.19,0.30,-0.35,0.00,0.41,-0.32,0.38,-8.27,-4.39,-1.65,-8.68,-4.07,-2.03,27,11.21
305.50,-62.31,116.56,0.32,-0.32,0.01,0.38,-0.21,0.32,-8.30,-4.29,-1.66,-8.68,-4.08,-1.99,27,12.3
305.81,-62.38,115.44,0.34,-0.30,-0.01,0.42,-0.17,0.32,-8.26,-4.27,-1.62,-8.69,-4.09,-1.94,27,11.29
306.00,-62.44,114.88,0.36,-0.29,-0.05,0.49,-0.23,0.01,-8.19,-4.34,-1.89,-8.69,-4.11,-1.91,27,11.52
306.25,-62.38,114.31,0.38,-0.27,-0.09,0.51,-0.31,-0.13,-8.18,-4.58,-1.98,-8.69,-4.15,-1.83,27,11.06
306.50,-62.38,113.81,0.40,-0.27,-0.13,0.40,-0.48,-0.24,-8.28,-4.65,-2.03,-8.69,-4.17,-1.79,27,10.32
306.75,-62.38,113.25,0.41,-0.28,-0.13,0.44,-0.37,-0.21,-8.24,-4.56,-1.96,-8.69,-4.18,-1.75,27,10.83
307.13,-62.38,112.19,0.38,-0.26,-0.08,0.43,-0.27,-0.34,-8.26,-4.47,-2.06,-8.69,-4.20,-1.71,27,14.49
307.38,-62.38,111.81,0.36,-0.25,-0.06,0.48,-0.05,-0.34,-8.20,-4.27,-2.03,-8.68,-4.23,-1.66,27,7.85
307.56,-62.31,111.44,0.35,-0.23,-0.05,0.54,-0.03,-0.45,-8.09,-4.16,-2.14,-8.69,-4.24,-1.63,27,13.22
307.75,-62.38,111.00,0.36,-0.21,-0.04,0.59,0.07,-0.50,-8.06,-4.09,-2.28,-8.69,-4.25,-1.60,27,9.98
307.81,-62.38,110.63,0.39,-0.19,-0.04,0.69,0.09,-0.69,-7.99,-4.17,-2.26,-8.69,-4.26,-1.56,27,11.37
308.31,-62.38,109.69,0.44,-0.18,-0.07,0.59,0.21,-0.66,-8.09,-4.05,-2.19,-8.69,-4.27,-1.53,27,11.41
308.56,-62.31,109.44,0.45,-0.19,-0.08,0.55,0.10,-0.69,-8.13,-4.17,-2.21,-8.68,-4.29,-1.50,27,11.65
308.81,-62.31,109.31,0.47,-0.17,-0.06,0.52,0.43,-0.90,-8.16,-3.85,-2.41,-8.68,-4.30,-1.50,27,10.4
309.06,-62.25,109.19,0.51,-0.14,-0.04,0.39,0.29,-0.90,-8.35,-4.01,-2.41,-8.67,-4.31,-1.50,27,11.02
309.31,-62.19,109.19,0.56,-0.06,-0.02,0.47,0.16,-1.01,-8.20,-4.15,-2.51,-8.67,-4.31,-1.50,27,12.59
310.00,-62.06,109.25,0.55,-0.02,-0.02,0.53,0.00,-1.05,-8.13,-4.32,-2.56,-8.66,-4.32,-1.51,27,10.22
310.31,-62.06,108.94,0.53,0.02,-0.04,0.56,-0.14,-1.14,-8.09,-4.48,-2.63,-8.66,-4.34,-1.49,27,10.57
310.63,-62.00,108.69,0.49,0.04,-0.07,0.62,-0.14,-1.35,-8.04,-4.50,-2.82,-8.65,-4.36,-1.46,27,10.97
310.94,-61.94,108.44,0.43,0.05,-0.10,0.72,0.20,-1.99,-7.92,-4.17,-3.44,-8.65,-4.38,-1.45,27,11.9
311.25,-61.88,108.25,0.31,0.08,-0.13,0.76,0.37,-2.00,-7.87,-4.02,-3.44,-8.64,-4.39,-1.44,27,11.81
311.75,-61.69,108.00,0.27,0.07,-0.15,0.56,0.24,-2.13,-8.07,-4.16,-3.57,-8.63,-4.41,-1.43,27,10.99
311.81,-61.63,107.94,0.19,0.08,-0.14,0.45,0.25,-2.19,-8.17,-4.17,-3.63,-8.63,-4.42,-1.43,27,11.25
312.06,-61.50,107.88,0.19,0.08,-0.14,0.31,0.42,-2.34,-8.38,-4.05,-3.73,-8.61,-4.45,-1.44,27,11.4
312.19,-61.44,107.94,0.07,0.11,-0.10,0.08,0.49,-2.54,-8.52,-3.96,-3.99,-8.61,-4.45,-1.45,27,10.74
312.25,-61.38,108.00,-0.06,0.16,-0.07,0.03,0.61,-2.75,-8.57,-3.85,-4.22,-8.60,-4.46,-1.46,27,10.28
312.19,-61.25,108.44,-0.12,0.21,-0.05,0.13,0.73,-2.92,-8.46,-3.72,-4.41,-8.60,-4.46,-1.49,27,11.6
312.19,-61.19,108.81,-0.18,0.28,-0.04,0.04,0.85,-3.06,-8.55,-3.60,-4.58,-8.58,-4.46,-1.56,27,10.5
312.19,-61.13,109.25,-0.22,0.34,-0.04,0.07,0.94,-3.42,-8.48,-3.58,-4.97,-8.58,-4.46,-1.60,27,10.91
312.19,-61.00,109.75,-0.24,0.41,-0.04,0.04,0.77,-3.57,-8.52,-3.69,-5.22,-8.57,-4.46,-1.65,27,11.64
312.25,-60.88,110.31,-0.28,0.54,-0.05,0.07,0.59,-3.64,-8.48,-3.87,-5.35,-8.55,-4.46,-1.71,27,11.33
312.25,-60.63,111.69,-0.31,0.62,-0.04,-0.08,0.15,-3.74,-8.62,-4.30,-5.51,-8.54,-4.46,-1.77,27,11.68
312.25,-60.44,112.50,-0.36,0.70,-0.03,-0.11,0.14,-3.93,-8.80,-4.26,-5.76,-8.51,-4.45,-1.93,27,12.0
312.25,-60.25,113.44,-0.42,0.80,-0.03,-0.28,0.19,-3.83,-8.61,-4.17,-6.38,-8.49,-4.45,-2.02,27,10.59
312.31,-60.06,114.44,-0.46,0.90,-0.05,-0.12,0.28,-4.35,-8.45,-3.90,-6.77,-8.47,-4.44,-2.13,27,11.97
312.31,-59.75,115.56,-0.55,1.08,-0.08,0.09,0.51,-4.91,-8.35,-3.92,-7.16,-8.44,-4.44,-2.24,27,10.86
312.44,-59.13,118.00,-0.60,1.15,-0.08,0.22,0.34,-5.15,-8.19,-4.08,-7.51,-8.41,-4.43,-2.36,27,22.35
312.44,-58.75,119.31,-0.66,1.20,-0.07,0.25,0.32,-5.28,-8.08,-4.22,-8.23,-8.35,-4.41,-2.62,27,0.35
312.44,-58.38,120.69,-0.72,1.26,-0.06,0.27,0.19,-5.60,-7.90,-4.05,-8.61,-8.31,-4.40,-2.76,27,10.83
312.44,-57.94,122.06,-0.76,1.31,-0.08,0.41,0.34,-5.84,-7.73,-3.81,-9.34,-8.27,-4.38,-2.90,27,10.21
312.44,-57.50,123.50,-0.84,1.40,-0.16,0.42,0.52,-7.08,-7.80,-3.85,-10.13,-8.22,-4.37,-3.05,27,11.8
312.50,-56.44,126.25,-0.87,1.41,-0.17,0.56,0.20,-7.31,-7.61,-4.15,-10.51,-8.17,-4.36,-3.20,27,12.0
312.44,-55.94,127.63,-0.93,1.43,-0.14,0.50,-0.14,-8.36,-7.61,-4.49,-11.71,-8.12,-4.34,-3.35,27,10.35
312.31,-55.38,129.06,-1.01,1.43,-0.09,0.13,-0.24,-8.85,-8.11,-4.51,-12.85,-8.02,-4.28,-3.66,27,11.13
312.13,-54.88,130.50,-1.22,1.43,-0.05,-0.31,-0.49,-9.96,-8.27,-4.74,-13.78,-7.96,-4.24,-3.82,27,11.31
311.38,-53.75,133.56,-1.34,1.45,-0.03,-0.68,-0.38,-11.58,-8.59,-4.58,-15.58,-7.91,-4.19,-3.99,27,11.35
310.88,-53.19,135.13,-1.47,1.47,0.01,-0.78,-0.39,-12.56,-8.63,-4.53,-16.72,-7.85,-4.13,-4.16,27,12.21
310.19,-52.56,136.81,-1.59,1.52,0.04,-1.08,-0.27,-13.48,-8.87,-4.34,-17.82,-7.72,-3.99,-4.52,27,11.75
309.44,-52.00,138.56,-1.68,1.58,0.09,-2.07,0.49,-17.04,-9.73,-3.40,-21.76,-7.65,-3.90,-4.71,27,11.15
308.63,-51.31,140.38,-1.78,1.74,0.16,-2.52,0.18,-17.83,-10.10,-3.61,-22.74,-7.58,-3.80,-4.91,27,11.05
306.88,-49.88,144.06,-1.84,1.88,0.20,-3.27,0.61,-18.72,-10.77,-3.08,-23.83,-7.50,-3.70,-5.11,27,11.17
305.88,-49.00,146.00,-1.95,2.04,0.22,-4.31,1.14,-20.93,-11.71,-2.44,-26.26,-7.40,-3.59,-5.33,27,10.8
304.75,-48.06,148.06,-2.05,2.18,0.26,-5.11,1.48,-23.83,-12.30,-1.84,-29.61,-7.18,-3.32,-5.78,27,11.41
303.56,-47.13,150.06,-2.15,2.18,0.51,-6.70,0.59,-26.15,-13.78,-2.57,-32.16,-7.07,-3.16,-6.00,27,11.92
300.25,-45.38,154.31,-2.24,2.04,0.76,-8.26,-0.26,-26.85,-15.24,-3.24,-33.06,-6.98,-2.98,-6.20,27,11.21
297.81,-44.69,156.56,-2.39,1.78,1.05,-9.52,-1.89,-26.65,-16.42,-4.66,-33.04,-6.90,-2.76,-6.39,27,11.22
294.75,-44.19,159.00,-2.57,1.50,1.37,-11.12,-3.05,-26.27,-22.35,-8.71,-32.11,-6.80,-2.22,-6.69,27,10.9
291.06,-43.94,161.56,-2.75,1.14,1.69,-17.87,-7.59,-23.67,-24.67,-9.49,-30.47,-6.80,-1.90,-6.80,27,12.63
281.50,-44.06,167.31,-3.03,0.31,2.43,-20.91,-7.77,-23.48,-27.73,-9.31,-30.36,-6.82,-1.54,-6.87,27,11.04
276.00,-44.56,170.31,-3.04,-0.48,2.59,-19.51,-6.32,-28.82,-26.40,-7.48,-35.70,-6.88,-1.16,-6.88,27,11.18
271.19,-45.81,172.88,-2.39,-1.86,2.46,-19.51,-4.91,-30.17,-25.71,-5.91,-34.09,-7.26,-0.61,-6.55,27,12.46
268.19,-47.75,174.63,-1.03,-3.34,2.33,-11.50,0.04,-24.25,-19.10,-0.46,-30.43,-7.59,-0.51,-6.18,27,11.85
